Num cards,average rounds,stddev,min,max,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99
1,1.3425,0.6167915313777564,1,7,0.7227,0.9449,0.9918,0.9984,0.9998,0.9999,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2,1.8222,1.119157009199837,1,11,0.5166,0.7945,0.9164,0.9704,0.9874,0.9952,0.998,0.9995,0.9999,0.9999,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
3,2.4803,1.760602704243129,1,18,0.3732,0.6266,0.7832,0.8801,0.9331,0.9641,0.9815,0.9903,0.9937,0.9969,0.9986,0.9994,0.9997,0.9998,0.9998,0.9998,0.9999,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
4,3.3642,2.578026955308697,1,21,0.2694,0.4833,0.6403,0.7506,0.8287,0.8822,0.9203,0.9472,0.9674,0.9797,0.9872,0.9927,0.9949,0.9969,0.998,0.9986,0.9992,0.9995,0.9998,0.9999,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
5,4.5551,3.7459801423289303,1,31,0.1988,0.3704,0.505,0.6106,0.6975,0.7703,0.8271,0.8702,0.9031,0.9259,0.9434,0.9561,0.9667,0.973,0.9801,0.9856,0.99,0.9923,0.9947,0.996,0.9969,0.9977,0.9983,0.9986,0.9989,0.9991,0.9993,0.9997,0.9998,0.9998,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
6,6.2826,5.414579301007668,1,43,0.1465,0.2753,0.3897,0.4849,0.565,0.6332,0.6949,0.7452,0.7894,0.8234,0.8533,0.8792,0.9005,0.9157,0.9295,0.9421,0.9525,0.9618,0.9692,0.9743,0.9793,0.9833,0.9872,0.9894,0.9916,0.9929,0.9945,0.9954,0.996,0.9965,0.9973,0.9976,0.998,0.9984,0.9986,0.9986,0.9989,0.9991,0.9996,0.9998,0.9999,0.9999,1.0,1.0,1.0,1.0,1.0,1.0,1.0
7,8.7869,7.829969299551767,1,72,0.1034,0.1955,0.2786,0.3646,0.4361,0.5009,0.5617,0.6134,0.657,0.6962,0.7316,0.7629,0.791,0.815,0.8372,0.8581,0.8742,0.8916,0.9032,0.9171,0.9274,0.9355,0.944,0.9526,0.9601,0.964,0.9682,0.9719,0.9752,0.9778,0.9818,0.9838,0.9857,0.9878,0.9885,0.9893,0.991,0.9921,0.9936,0.9942,0.9951,0.9955,0.9961,0.9964,0.9968,0.9974,0.9976,0.9981,0.9981
8,11.8899,10.860993237610026,1,100,0.0779,0.1541,0.218,0.2804,0.3391,0.3949,0.4458,0.4943,0.542,0.5769,0.6093,0.6424,0.6749,0.705,0.7277,0.751,0.7722,0.7931,0.8094,0.8255,0.8421,0.8559,0.869,0.881,0.8913,0.9015,0.9095,0.9181,0.9249,0.933,0.9396,0.9443,0.9492,0.9535,0.9585,0.9625,0.9658,0.9688,0.9718,0.9743,0.9776,0.9799,0.9824,0.9838,0.9853,0.9867,0.9879,0.9893,0.9902
9,16.5205,14.976895889704553,1,133,0.0514,0.1017,0.1499,0.1965,0.2426,0.2861,0.3249,0.3656,0.4041,0.4402,0.4771,0.5067,0.536,0.5654,0.5932,0.6178,0.6429,0.6663,0.6888,0.7112,0.7284,0.7466,0.7641,0.7783,0.793,0.8091,0.8218,0.8342,0.8437,0.8528,0.8625,0.8733,0.8808,0.889,0.8973,0.9031,0.9091,0.915,0.9191,0.9252,0.9314,0.9359,0.9403,0.944,0.9474,0.9506,0.9548,0.9572,0.9604
10,22.7115,20.670490915057314,1,184,0.0383,0.0782,0.1146,0.1498,0.1837,0.2173,0.2522,0.2853,0.3161,0.343,0.3735,0.3981,0.4278,0.453,0.4777,0.498,0.5173,0.5378,0.5596,0.581,0.5981,0.6169,0.6324,0.648,0.6636,0.6797,0.6958,0.7094,0.7255,0.7385,0.7489,0.76,0.7704,0.7814,0.7905,0.799,0.8097,0.8179,0.8269,0.8359,0.8435,0.8495,0.8558,0.8625,0.8691,0.8748,0.8798,0.8859,0.8919
